20181226,700,1345.2,1352,1343.51,1348,1030,1,0,0
20181226,701,1348.5,1350,1348.25,1348.5,83,1,0,0
20181226,702,1350,1350,1348.5,1350,155,1,0,0
20181226,703,1350,1350.17,1350,1350.17,82,1,0,0
20181226,704,1351,1351.89,1350.28,1351,734,1,0,0
20181226,705,1351,1351.59,1350.1,1350.21,200,1,0,0
20181226,706,1350.16,1351.89,1350.16,1351.89,93,1,0,0
20181226,707,1351.42,1352,1351.1,1352,559,1,0,0
20181226,708,1351.3,1353,1351,1353,360,1,0,0
20181226,709,1352,1353.44,1352,1353.44,70,1,0,0
20181226,710,1352.65,1354.76,1352.65,1354.76,99,1,0,0
20181226,712,1354,1354.2,1353.16,1354,140,1,0,0
20181226,713,1353,1354.5,1352.5,1354.5,388,1,0,0
20181226,714,1352.5,1353,1352.26,1353,92,1,0,0
20181226,715,1353.9,1354.5,1352.31,1352.31,130,1,0,0
20181226,716,1353,1353.75,1352.57,1353.75,110,1,0,0
20181226,717,1353,1353,1352.99,1352.99,141,1,0,0
20181226,718,1352.99,1353.99,1352.47,1353.99,665,1,0,0
20181226,719,1353,1353,1351.5,1351.5,965,1,0,0
20181226,720,1350.92,1352,1350.8,1352,89,1,0,0
20181226,721,1354,1354,1352,1352,97,1,0,0
20181226,722,1352,1352.86,1351.99,1352.86,55,1,0,0
20181226,723,1352.79,1352.79,1350.4,1350.4,554,1,0,0
20181226,724,1352,1353,1352,1353,143,1,0,0
20181226,725,1352.01,1352.89,1352,1352.01,77,1,0,0
20181226,726,1352.89,1354.5,1352.06,1354.5,461,1,0,0
20181226,727,1355,1356.85,1354.98,1355.74,365,1,0,0
20181226,728,1358,1360,1357.7,1360,870,1,0,0
20181226,729,1362.01,1363,1362.01,1362.89,55,1,0,0
20181226,730,1362.89,1363,1361.11,1362.84,110,1,0,0
20181226,731,1363.99,1365,1358.01,1360,635,1,0,0
20181226,732,1360,1360,1359.96,1359.96,14,1,0,0
20181226,733,1358,1361.7,1358,1360,487,1,0,0
20181226,734,1360,1364.45,1359,1361.64,23,1,0,0
20181226,735,1361.8,1362,1361.8,1362,91,1,0,0
20181226,736,1362,1363,1362,1363,30,1,0,0
20181226,737,1363,1363.4,1362.7,1363.4,77,1,0,0
20181226,738,1363.9,1363.9,1362.37,1363.4,180,1,0,0
