20181224,700,1383.84,1386.99,1378.66,1380,1454,1,0,0
20181224,701,1380,1382,1377.45,1377.5,571,1,0,0
20181224,702,1376,1377.5,1375,1376.5,190,1,0,0
20181224,703,1375.46,1377,1375.46,1375.46,68,1,0,0
20181224,704,1375.3,1375.3,1375,1375,185,1,0,0
20181224,705,1374.02,1374.04,1371.99,1372,895,1,0,0
20181224,706,1371,1373,1370.2,1373,384,1,0,0
20181224,707,1373.01,1373.01,1370,1370,163,1,0,0
20181224,708,1370,1370,1366.2,1369.85,783,1,0,0
20181224,709,1368,1369.54,1366.5,1368.14,279,1,0,0
20181224,710,1368,1369.9,1367.25,1369.9,244,1,0,0
20181224,711,1367.44,1369.84,1367.44,1369.84,27,1,0,0
20181224,712,1368.5,1369,1368,1368,44,1,0,0
20181224,713,1369.64,1369.64,1365,1365,740,1,0,0
20181224,714,1365,1367.5,1364,1367.5,393,1,0,0
20181224,715,1368,1368,1365.5,1365.5,526,1,0,0
20181224,716,1366,1366,1364.17,1365,182,1,0,0
20181224,717,1365,1366,1364.01,1364.01,565,1,0,0
20181224,718,1365,1365,1363.01,1363.01,608,1,0,0
20181224,719,1363,1365,1362,1365,1170,1,0,0
20181224,720,1364.73,1365,1364.73,1365,518,1,0,0
20181224,721,1365,1366.48,1365,1366.48,475,1,0,0
20181224,722,1364.36,1365.68,1362.1,1362.1,766,1,0,0
20181224,723,1362,1362,1361,1361.16,492,1,0,0
20181224,724,1361.3,1364,1361.3,1364,1055,1,0,0
20181224,725,1364.85,1364.85,1362.8,1362.8,489,1,0,0
20181224,726,1362,1362,1361,1361.9,366,1,0,0
20181224,727,1361.11,1363,1361,1362.99,748,1,0,0
20181224,728,1361.55,1364,1361.55,1362.32,378,1,0,0
20181224,729,1363.54,1363.54,1362.56,1363,49,1,0,0
20181224,730,1363,1365,1363,1365,323,1,0,0
20181224,731,1366,1366,1363.5,1365,213,1,0,0
20181224,732,1365.5,1365.5,1362.92,1362.92,261,1,0,0
20181224,733,1363,1363,1361.9,1362,322,1,0,0
20181224,734,1362,1362.5,1361,1362.5,134,1,0,0
20181224,735,1361.02,1361.02,1361,1361,163,1,0,0
20181224,736,1361,1362.29,1361,1361.06,979,1,0,0
20181224,737,1361.06,1362,1361,1361,846,1,0,0
20181224,738,1361,1361,1358.1,1360,1138,1,0,0
20181224,739,1359.9,1359.9,1358.01,1358.31,311,1,0,0
20181224,740,1358.25,1358.74,1356.1,1356.66,946,1,0,0
20181224,741,1357.01,1360,1356.16,1360,551,1,0,0
20181224,742,1360,1361,1359.11,1360,670,1,0,0
20181224,743,1359.2,1360.75,1359.2,1360,49,1,0,0
20181224,744,1360,1361,1360,1361,323,1,0,0
20181224,745,1360,1360.11,1360,1360,130,1,0,0
20181224,746,1359.2,1359.8,1358,1358.15,190,1,0,0
20181224,747,1358.15,1360.9,1358.15,1360.9,1460,1,0,0
20181224,748,1360.9,1362,1360.06,1361,704,1,0,0
20181224,749,1361.5,1362,1359,1359.59,3000,1,0,0
20181224,750,1358.26,1359.48,1358.2,1359,122,1,0,0
20181224,751,1359.74,1359.88,1358.36,1359.88,220,1,0,0
20181224,752,1359.76,1359.76,1359,1359.05,295,1,0,0
20181224,753,1359,1359.02,1358,1359,423,1,0,0
20181224,754,1358.17,1358.69,1357,1357.88,925,1,0,0
20181224,755,1357.21,1359,1357,1357,173,1,0,0
20181224,756,1357,1357.74,1356.21,1357,1083,1,0,0
20181224,757,1357,1357,1355.56,1355.56,1137,1,0,0
20181224,758,1356,1356.5,1354,1354.31,1701,1,0,0
20181224,759,1354.26,1355.15,1354.26,1354.46,649,1,0,0
20181224,800,1355,1385,1353,1353.11,10482,1,0,0
20181224,801,1353.99,1354.83,1353,1353.21,2571,1,0,0
20181224,802,1353,1353.21,1352,1352.5,1892,1,0,0
20181224,803,1353,1354,1352.21,1353.15,1204,1,0,0
20181224,804,1353.2,1354,1350.3,1351,1800,1,0,0
20181224,805,1351.23,1352.9,1348,1349.8,5025,1,0,0
20181224,806,1349,1350.48,1348.01,1349,4708,1,0,0
20181224,807,1348.5,1349.75,1348.36,1348.89,873,1,0,0
20181224,808,1348.36,1349,1348.36,1348.94,1111,1,0,0
20181224,809,1349,1349,1347,1349,2712,1,0,0
