20181231,700,1506.25,1509.29,1505,1508.45,1612,1,0,0
20181231,701,1509,1509.69,1508,1508.06,204,1,0,0
20181231,702,1509,1511,1508.25,1510,1389,1,0,0
20181231,703,1510,1510.95,1510,1510.24,105,1,0,0
20181231,704,1511.7,1511.74,1511,1511,277,1,0,0
20181231,705,1511,1512,1511,1511.5,752,1,0,0
20181231,706,1511.5,1513,1511.4,1513,1070,1,0,0
20181231,707,1513,1513,1511.21,1511.21,957,1,0,0
20181231,708,1512.69,1513,1511.89,1513,1627,1,0,0
20181231,709,1513,1514,1513,1514,465,1,0,0
20181231,710,1513.5,1514.5,1513.04,1514,842,1,0,0
20181231,711,1514.49,1514.69,1513.89,1514.25,297,1,0,0
20181231,712,1514.75,1515.11,1513.15,1513.21,2131,1,0,0
20181231,713,1514.8,1515.5,1513.33,1514,943,1,0,0
20181231,714,1514.75,1515,1513.5,1514.87,1327,1,0,0
20181231,715,1514.84,1516,1514.84,1515.01,532,1,0,0
20181231,716,1516,1516,1515,1515.85,286,1,0,0
20181231,717,1515.85,1516.25,1515.26,1516.25,121,1,0,0
20181231,718,1515.84,1516.8,1515.84,1516,369,1,0,0
20181231,719,1516.25,1516.8,1516.25,1516.8,97,1,0,0
20181231,720,1516.02,1516.25,1515,1515.65,498,1,0,0
20181231,721,1515,1516.85,1515,1515.21,793,1,0,0
20181231,722,1516.9,1516.9,1515.58,1516,255,1,0,0
20181231,723,1516,1516.64,1515,1516.1,1079,1,0,0
20181231,724,1515.99,1515.99,1514.11,1514.11,62,1,0,0
20181231,725,1514.13,1514.78,1514,1514,163,1,0,0
20181231,726,1513.62,1514.05,1513,1514,955,1,0,0
20181231,727,1513,1513.68,1512,1513.56,422,1,0,0
20181231,728,1512.41,1512.41,1512.41,1512.41,20,1,0,0
20181231,729,1513.49,1514.97,1512.56,1514,276,1,0,0
20181231,730,1514.97,1514.97,1514,1514,237,1,0,0
20181231,731,1514.7,1514.79,1514,1514.13,1412,1,0,0
20181231,732,1514.06,1514.47,1514.02,1514.15,234,1,0,0
20181231,733,1514.08,1514.85,1514,1514.27,322,1,0,0
20181231,734,1514.46,1514.85,1514,1514.5,109,1,0,0
20181231,735,1514.83,1514.83,1514.06,1514.35,135,1,0,0
20181231,736,1514.5,1515.02,1514,1515,1403,1,0,0
20181231,737,1514.57,1515.9,1514.12,1515.9,162,1,0,0
